ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Attribution,PID,Sense_IDs,alt_translation1
11056,jzd,jRhín caxídxi telèfono ra lidxi Fán.,,,jRhín rings the phone in Juan's house.,,,,EJG;JLC;RLC,oqEeGO,5209,jRhín suena el teléfono en casa de Juan.
1884,jzd,Juan guleèruaa diidxa'.,,,Juan told the truth.,,,,,ZaWcrg,648,Juan dijo la verdad.
1443,jzd,Juan rannàxhiì xiiñi'.,,,Juan loves his child very much.,,,,,1FIcMf,537,Juan quiere mucho a su hijo.
1655,jzd,Juan riba'qui' lari féu.,,,Juan wears ugly clothes.,,,,,4WW7ii,579,Juan viste ropa fea.
3882,jzd,Juan rina che' ra ñaa.,,,Juan agrees to go to the field.,,,,,xAll8X,1180,Juan acepta ir al campo.
3885,jzd,Juan rina lu guelacahui.,,,Juan sees in the dark.,,,,RLC,0HefTM,1181,Juan ve en la oscuridad.
6154,jzd,Juan rusuchaahui' xiiñi'.,,,Juan clothes his child well.,,,,,3mTZbt,1901,Juan viste bien a su hijo/a.
536,jzd,Juan yú'la'.,,,Lanky (lit. long) Juan.,,,,,Zn7JTC,346,Juan el alto (lit. largo).
11084,jzd,Jùntu roca'.,,,They eat together.,,,,,Hz7I3F,5247,Comen juntos.
11083,jzd,"Jú, nuùtu lá.",,,"Hello, are you here?",,,,,2K4wxP,5243,"Hola, ¿están aquí?"
11059,jzd,jUU guxidxi òra bilate nisa ndaani' tìna.,,,jUU goes the water as it discharges into the basin.,,,,,VQZccO,5211,jUU suena cuando se descarga el agua en la tina.
11060,jzd,JUU ruxhidxi beenda' òra má cadxìchì.,,,JUU goes the snake when she is angered.,,,,,3EyacP,5211,JUU hace la culebra cuando la hacen enojar.
5977,jzd,Laabe bisaanà'be diidxa'cà.,,,He left those words clear (i.e. said).,,,,,hvfE6o,1812,Él dejó dichas esas palabras.
12940,jzd,Laabè' biúubè nìrudo'.,,,S/he arrived first.,,,,,mgYDeO,6740,Ella/él llegó primero.
3932,jzd,Laabe canababe xhpixuaana'be gudii laabe tindaa bidxichi caquiiñe'be.,,,He is petitioning his boss for a part of the money he needs.,,,,,7FrlXK,1192,Él está solicitando a su patrón que le dé una parte del dinero que necesita.
5625,jzd,Laabe (g)ucabìbe púrr naa.,,,He responds in my stead.,,,,,0MSI1W,1721,Él responde por mí.
1711,jzd,Laacabe qué ribaná'nà'dí'cabe.,,,Don't give them less than the fair amount (lit. don't steal with your hand).,,,,JLC,hEpFXT,596,No les des menos de lo debido (lit. no robes con la mano).
5641,jzd,Laacabe ruquiinde'cabe.,,,They pressure you into committing.,,,,,f3HR0S,1728,Ellos comprometen a uno.
5638,jzd,Laacabe zuquiinde'cabe.,,,They will make them commit.,,,,,sqp9+V,1728,Ellos los comprometerán.
11682,jzd,Laacà laa.,,,Himself.,,,,,gcZiku,5684,Él mismo.
11576,jzd,Laacà' lii lá.,,,You again?,,,,,phYceD,5636,¿Otra vez tú?
11681,jzd,Laacàxà.,,,Really?,,,,,attPea,5683,¿A poco?
11679,jzd,Laacàxá nábépe' beedxe' lii.,,,You think you are as cool as a cat (tigre).,,,,,0jiO5Z,5683,¡A poco eres muy tigre!
11680,jzd,Laacàxá ziécabe.,,,Is it the case that they too are going?,,,,,50swLz,5683,A poco van a ir ellos.
1710,jzd,Laadu qué ribaná'nà'dí'du.,,,We (including the listener) don't steal.,,,,EJG;JLC;ND,usle38,596,Nosotros (incluyendo al interlocutor) no robamos.
5653,jzd,Laadu ruquiinde'du.,,,We (excluding the speaker) make (someone) commit.,,,,,Jngd69,1728,Nosotros (excluyendo al interlocutor) comprometemos (a alguien).
9686,jzd,Laa gùnichaahui'.,,,S/he's going to repair it.,,,,,ybH+4n,3840,Ella/él lo va a reparar.
11651,jzd,Laame gudome xquetá'.,,,It (the animal) ate my tortilla.,,,,,lufmGX,5680,Él (animal) comió mi tortilla.
1709,jzd,Laanu qué ribaná'nà'dí'nu.,,,We don't steal.,,,,JLC;RLC,O2ZJsg,596,Nosotros no robamos.
11669,jzd,Laasì xiiñi' Gabriela.,,,She is Gabriela's only daughter.,,,,,/1GJnV,5680,Ella es la única hija de Gabriela.
695,jzd,Laaxè.,,,S/he (in reference to children).,,,,,QV3fmT,391 ; 5680,Ella / él (refiriéndose a infancias).
11665,jzd,Laaya' biniti xpuèltu.,,,He lost his money.,,,,EJG;JLC;ND,eCloW0,5680,Él perdió su dinero.
11691,jzd,Laaya' xtilu' nga caquiiñe' nagasi.,,,Your caresses are what I need now.,,,,,ChN/uW,5689,Tus caricias son las que ahora necesito.
11673,jzd,"Laaya', zígùni dxiiña' lá.",,,"What about him, will he go to work?",,,,,T/hOAQ,5680,"¿Y él, irá a trabajar?"
11683,jzd,Laca lii lá; Laacà lii lá.,,,You again?,,,,,naahHT,5684,¿Otra vez tú?
11610,jzd,La che.,,,Go! (said to two or more people),,,,RLC,h3aPrr,5656,¡Vayan!
11571,jzd,Lachígùni dxiiña'.,,,Have them go to work.,,,,,MGUGN1,5634,Que vayan a trabajar.
13448,jzd,Lachí gunì ridxi chérì'cá'.,,,Go make your noise elsewhere!,,,,EJG,zzN+oT,7221,¡Vayanse a hacer su ruido en otro lado!
4364,jzd,La'chi' paàmpà'.,,,Open land.,,,,,BF7aMe,1310,Terreno abierto.
11704,jzd,Ladé'.,,,My skin; My body.,,,,RLC,+qazf1,5700,Mi piel; Mi cuerpo.
11697,jzd,Ladè bicuininà'.,,,In between the fingers (pilca interdigital).,,,,,5D77km,5691,Entre los dedos de la mano (pilca interdigital).
11698,jzd,Ladè bicuiniñee.,,,In between the toes (pilca interdigital).,,,,,J3vIYZ,5691,Entre los dedos del pie (pilca interdigital).
11700,jzd,Ladè co're' maní'.,,,Horse crotch.,,,,,uSsSk8,5695,Entre las patas traseras de caballo.
11693,jzd,Ladè guie.,,,Amidst the rocks.,,,,,wgZkUp,5691,Entre piedras.
11699,jzd,Ladè nà' maní'.,,,In between the front legs of the horse.,,,,,wIYkhK,5691,Entre las patas delanteras del caballo.
9431,jzd,Làdu bigá'.,,,Left side.,,,,,81xh6i,3556,Lado izquierdo.
11598,jzd,Ladu bigá'.,,,To the left.,,,,,xQPF0E,5641,A la izquierda.
11597,jzd,Làdu dí' lá rucaa nèque'be klàbu.,,,This side is for hammering in the nail.,,,,,bZiDV+,5641 ; 5956,Este lado es para clavar el clavo.
11705,jzd,La'du'; Ladilu'.,,,Your skin / body.,,,,,wNR78S,5700,Tu piel / cuerpo.
10401,jzd,Làdu/neza ruaani.,,,The (working) edge (of the chisel).,,,,,NCvkqB,4600 ; 5641 ; 6609,"El lado de la orilla (del formón, con la que se trabaja)."
13741,jzd,Làdu neza ruaani.,,,Through the mouth (of something).,,,,ND,/ZmErI,7484,Por la boca (de algo).
13601,jzd,Làdu rì'cá'.,,,Over there; That way.,,,,,di+8CR,7386,Por allá.
11584,jzd,Làdu ricá' nabezà Mariá.,,,María lives on that side.,,,,,rXOAJK,5641,De aquél lado vive María.
11685,jzd,"La'dxa' nou' zielu' ra xi xtì'lu' yanna dxi, dxandì' ni nou'càlá.",,,"I thought you said you would go to your field today, is it true what you said?",,,,EJG;JLC,bwYkHT,5687,"Parece que dijiste que irás hoy a tu parcela, ¿es verdad lo que dices?"
11624,jzd,La'dxi' cóco.,,,Coconut pulp.,,,,,rTW6xA,5666,Pulpa del coco.
11627,jzd,La'dxi'do' bere.,,,Chicken breast.,,,,,DBpoyv,5668,Pechuga de pollo.
11626,jzd,La'dxi'do' maní'.,,,Chest of a horse.,,,,,OWlpWu,5668,Pecho del caballo.
11603,jzd,Ladxi dxu' ti ba'du'nguiiyu' nezacà.,,,The soldiers are chasing a young man over there.,,,,,I6ce+h,5650,"Los soldados persiguen a un muchacho, por allí."
11715,jzd,"Laga nalate xhiiña'lu' lá, guda' gacá'neú' naa.",,,"While you don't have a job, come and help me.",,,,,QBrRAi,5703,"Mientras no tengas trabajo, ven a ayudarme."
11716,jzd,"Lagaquè caya'́zu' lá, chíguuyá' pà nuù guendaro.",,,"While you bathe, I'll go see if there is food.",,,,RLC,DbmAQ3,5703,"Mientras te bañas, voy a ver si hay comida."
11622,jzd,La gó la' ca' cuaana'naxhicà sín guiú'dxu'ca'ni.,,,"Eat these fruits, please, so that they don't go bad.",,,,,o8ZzKp,5664,Coman esas frutas por favor para que no se echen a perder.
9297,jzd,"La (gu)sugueda racà, bichica'.",,,"Line up over there, brothers.",,,,,i3C4cv,3358,"Fórmense allí, hermanos."
9046,jzd,"La gúuya', dxà' baquixaba'.",,,"Be careful, there are a lot of tarantulas.",,,,RLC,bUdBf3,3042,"Cuídense, hay mucha tarántula."
11563,jzd,Lalu' ngà cayéte neza tiicà' lá.,,,Is it your name that's mentioned everywhere?,,,,,93J2LH,5634,¿Es tu nombre el que se menciona por donde quiera?
6892,jzd,Làlu ruzulu dxiiña' xtì' siado' guie'.,,,Lalo starts his work at the break of dawn.,,,,,oACfQL,2217,Lalo inicia su trabajo al amanecer.
11615,jzd,Lani xpido'.,,,Day of his/her saint namesake.,,,,,KIdr54,5663,Día de su santo.
14079,jzd,Laquíte tí nguí'.,,,Let's play and bet (referring to a children's game in which the kids climb a tree and braid palm leaves; the child whose braid touches the ground first wins).,,,,,QMu/Qd,7841,"Juguemos a la apuesta (como cuando los niños se subían a un árbol a tejer cintas de palma y a retarse a terminar primero, la cinta que tocaba la tierra primero ganaba)."
189,jzd,Lari chipa.,,,Tarnished clothes.,,,,,UZaN7B,170 ; 3998,Ropa percudida.
11433,jzd,Laricubi.,,,New clothes / fabric.,,,,,V9Dt0s,5514,Ropa / tela nueva.
11727,jzd,Lari lasé'.,,,Thin clothing.,,,,,8SMO+o,5711,Ropa delgada.
4646,jzd,Lari má'cà biruugu'.,,,Fabric that is already cut.,,,,,WdDvC3,1396,Tela que ya está cortada.
11730,jzd,Lari má gucucabe.,,,Used clothing.,,,,,imDuVR,5711,Ropa usada.
120,jzd,Lari naande'.,,,Thick clothing.,,,,,MFaHg2,136 ; 5711 ; 6497,Ropa gruesa.
514,jzd,Lari nayà.,,,Clean clothes.,,,,,r7Cnwz,335 ; 8407,Ropa limpia.
11726,jzd,Lari nàylu.,,,Nylon fabric / clothing.,,,,,d9EqDS,5711,Tela / ropa de nylon.
4654,jzd,Lari para quí (gu)irúxhì deché'.,,,Cloth so that my back doesn't peel (while carrying a load).,,,,,MztRzf,1399,Tela para que no se me pele la espalda (i.e. espaldar).
11724,jzd,Lari para quí (gu)iruxhì deché'.,,,Cloth used to protect the back from irritation.,,,,,Bz3eNj,5711,Espaldar (tela para que no se pele la espalda).
13558,jzd,Larirèndà.,,,Wrap-around skirt.,,,,,cuiYA3,7356,El enredo (la tela que se usa de falda envuelta).
11731,jzd,Lari yooxho'.,,,Used clothes.,,,,RLC,kdOTWG,5711,Ropa usada.
11609,jzd,Lasà.,,,Walk! (imperative directed to two or more people),,,,RLC,rg/0o/,5656,¡Caminen!
2965,jzd,Latá'nè' xiga.,,,Bring your gourd bowls (so that they get filled with candy).,,,,,sfP0aE,890,Traigan su jícara (para que se las llenen de dulces).
1046,jzd,La Ventòsa raca bi rèciu.,,,The wind blows hard in La Ventosa.,,,,,3W/zJw,439,Pega duro el aire en La Ventosa.
11749,jzd,Layabe de niidxì.,,,Milk teeth.,,,,,WT/3Sk,5725,Dientes de leche.
11745,jzd,Laya martíu.,,,The claw / peen of the hammer.,,,,RLC,5Y6xR/,5725,El saca clavos / la uña / las orejas del martillo.
124,jzd,(Laya) naxalé'.,,,With space between teeth.,,,,,uFfzYR,139 ; 8615,Dientes entreabiertos.
13957,jzd,Laya sièrra; Laya sièrra.,,,Saw teeth; Teeth on a saw.,,,,,YyvBvK,5725 ; 7711,Dientes del serrucho; Dientes del serrucho.
11746,jzd,Laya xtì' lìma.,,,Teeth on a rasp.,,,,RLC,05kcjN,5725 ; 5758,Dientes de la lima.
13283,jzd,Laya xtì' pìnza.,,,The teeth of the tweezers.,,,,,zUIV5v,7064,Los dientes de la pinza.
14835,jzd,Layu.,,,On the ground.,,,,,IP2aoy,8513,En el suelo.
9638,jzd,Layu cha cha cha cha riaba nisa guie.,,,The ground goes cha cha cha cha when it rains.,,,,,3LS4mY,3791,La tierra hace cha cha cha cha cuando cae la lluvia.
11639,jzd,Layu cùbi.,,,Plot of land worked for the first time (the first harvest from this plot will be abundant).,,,,RLC,6kZEdS,5679,"Terreno fértil que no se ha trabajado antes (la primera cosecha de este
terreno será buena)."
11640,jzd,Layu nayà.,,,Plot of land clean of weeds.,,,,JLC;RLC,7wnkKy,5679,Terreno limpio.
11642,jzd,Layu raca dxiiña'.,,,Field being worked on (i.e. cultivated).,,,,,ILqV/8,5679,Terreno que se trabaja.
11641,jzd,Layu xhii.,,,Overgrown plot of land.,,,,,Rb7XzY,5679,Terreno con mucho monte (de hierba crecida).
11638,jzd,Layu xtubì.,,,Plot of land that is unclaimed / without an owner.,,,,RLC,+8+SYb,5679,Terreno libre / sin dueño.
9881,jzd,Lèche de.,,,Powder milk.,,,,,od7R9M,4113,Leche en polvo.
11776,jzd,Le' guie'.,,,Bed of flowers (in a home).,,,,,pNDPvi,5749,Cama de flores (en una casa).
11782,jzd,Leque leque leque leque ribidxi yaa bilopà yoo guriá yoo.,,,Leke leke leke leke goes the gecko that's on the wall.,,,,,Ah9aj4,5750,Leke leke leke leke chilla la cuija que está en la pared.
567,jzd,Lèxudi'.,,,This rabbit.,,,,,vRy4Vp,370,Este conejo.
11963,jzd,Liá Ròsa.,,,Mrs. Rosa.,,,,,007h/p,5885,La señora Rosa.
5708,jzd,Licu rucui gudxíu lu mexa' ra cayuuti' bihui.,,,Lico stabs the knife into the table on which he slaughters pigs.,,,,,B/h5mp,1735,Lico encaja el cuchillo sobre la mesa donde sacrifica cerdos.
11807,jzd,Lidxi bichooxhè'.,,,Tomato crate.,,,,,A8kk9e,5773,Guacal de jitomates.
9465,jzd,Li'dxi'lu'.,,,Your home.,,,,,a8LwO9,3606,Tu hogar.
2974,jzd,Lii beedà' tìdxú'ni naa.,,,You came to complain to me.,,,,,p76E5W,892,Tú me lo viniste a reclamar.
11826,jzd,Liibi' binnì ra yoola'hui'.,,,There's a large amount of people at the municipal palace.,,,,,etWf3P,5790,Hay gran cantidad de gente en el palacio municipal.
11825,jzd,Liìbì' doo daa.,,,The mat is tied with twine.,,,,,dOL+sU,5790,Está amarrado con mecate el petate.
10228,jzd,Liibi' dxiichi'.,,,It's tied tightly.,,,,,nngp2u,4336,Está amarrado fuertemente.
6016,jzd,Lii biseenda'caàlu' naa.,,,You had me come.,,,,,+gNjG6,1826,Tú me mandaste a traer.
10689,jzd,Liicà (gu)irà' dxi.,,,"You, every day.",,,,EJG,OeG62m,4853,Tú todos los días.
11820,jzd,Lii co'.,,,Not you.,,,,VC,VqcSJR,5789,Tú no.
10991,jzd,Lii nacú' ti iquechonga.,,,You're hardheaded.,,,,,24s14i,5152,Tú eres una cabeza dura.
10998,jzd,Lii nacú' ti ique ríbí.,,,You are nuts.,,,,,q49emo,5164,Eres un alocado.
648,jzd,"Liipe', liipióu'.",,,"Precisely you, exactly you.",,,,,YCMIre,383,"Mero tú, precisamente tú."
649,jzd,Liipe' ngà cabézá'.,,,I'm waiting precisely for you.,,,,,qeadXg,383,Precisamente a ti te estoy esperando.
11816,jzd,Liipióu'.,,,"Yes, you.",,,,,rOH+xU,5789,Tú mero.
638,jzd,Liipióu' candaaná'.,,,It is you s/he is looking for. (lit. it is you s/he wants to eat up),,,,,4WaaXr,383,A ti mero te está buscando. (lit. a ti mero te quiere comer)
9281,jzd,Lii rúxá bidunu lii.,,,Aren't you lightning fast...,,,,,nWOvgp,3334,Vaya remolino que eres...
10990,jzd,Lii ti iquechongasì lii.,,,You are hard-headed.,,,,,zMfmj7,5152,Tú eres de cabeza dura.
10992,jzd,Lii ti iquechoore'sì lii.,,,You are bold.,,,,JLC;ND;RLC,4qiyKt,5153,Eres un pelón.
11821,jzd,Lii xa.,,,That's up to you; That's your problem.,,,,VC,N1e4nH,5789,Allá tú.
14756,jzd,Lii ya'.,,,What about you?,,,,,rYj/Yn,8425,"¿Y tú, pues?"
8303,jzd,Líla zaza neza ra yoola'hui'.,,,Lila will walk towards the municipal palace.,,,,,pmzlom,2628,Lila caminará rumbo al palacio municipal.
1418,jzd,Lìli guirà' dxi rannà xiiñi' Bètu chè'sì' cubaniidxì' xtì'.,,,"Every day, Lili borrows Beto's son so that he can go and buy cheese for her.",,,,,1WPXRC,531,"Todos los días, Lili pide que le presten al hijo de Beto para que le vaya a comprar su queso."
10469,jzd,Linu gàdxè.,,,Rosalino was born at seven months.,,,,,xRMG6M,4630,Rosalino es sietemesino.
12606,jzd,Línu ro huaahua' cuaana'naxhi.,,,Lino eats fruits excessively.,,,,EJG,0C1L9+,6438,Lino come frutas exageradamente.
6896,jzd,"Lìnu ruzulu huaxie' xhiiña', laa má huadxi riasa.",,,"Lino thinks he doesn't work much, he gets up very late.",,,,JLC,05AhJH,2217,"Lino imagina que su trabajo es poco, él se levanta muy tarde."
6770,jzd,Lìpe ruzaabi' bidxichi lu guidxi.,,,Felipe accrues debt in the town.,,,,,tUPjDc,2179,Felipe contrae deudas en el pueblo.
11839,jzd,Loque ni nuù bidoo.,,,Everything we had was sold.,,,,EJG,gHh+ZU,5809,Todo lo que tenemos se vendió.
7811,jzd,Lu bacaanda' xtì Fán biasa.,,,Juan sleepwalks.,,,,RLC,o+AcHR,2499,Juan camina dormido
368,jzd,Lu beeu' nabaana' nabe nanda' riguiñe gubidxa laanu.,,,The sun comes down hot at Easter time.,,,,,tv1x11,245 ; 6517,"En el mes de la Semana Santa, el sol nos pega muy caliente."
10907,jzd,Lu beeu' nabaana' riabaxhaata' gupa.,,,A lot of dew falls during the month of April.,,,,,59qISl,5082,En el mes de abril cae mucho sereno.
9238,jzd,Lu bi.,,,(Floating) in the wind / atmosphere.,,,,,TDiDXX,3273,En el viento; En la atmósfera.
7847,jzd,Lu bieeque'sìcà.,,,Just around the bend.,,,,,s1/bGr,2513,Nomás en la vuelta.
2230,jzd,Lucheepa'; Nacheepa' lu.,,,Blind sight; Blind.,,,,,0epTts,723,De vista ciega; Ciego.
9768,jzd,Lu chiìtù'.,,,With small eyes.,,,,,mJBp5m,3980,De ojos chiquitos.
1959,jzd,Lu chonna iza ribi binnixquidxe' xaique xti'.,,,"Every three years, the people in my town elect their authorities.",,,,,sMB306,664,A los tres años mis paisanos eligen a sus autoridades.
205,jzd,Lu chuuchu'.,,,A festering eye.,,,,,IoRKTx,176 ; 4073,Ojo que supura.
11943,jzd,Lucua maní'.,,,A horse's forehead.,,,,,rmIeEV,5869,Frente del caballo.
11944,jzd,Lucua mbaara'.,,,With a big forehead.,,,,,aIMsDG,5869,De frente amplia.
9879,jzd,Lu danì.,,,In the hills (where the cattle are let loose).,,,,,Kx7rsn,4109,En el cerro (donde se suelta al ganado).
11949,jzd,Ludxì beenda'.,,,Snake tongue.,,,,,dkxSGw,5876,Lengua de serpiente.
11928,jzd,Lùdxì laabe.,,,He is gossipy.,,,,,j15GBo,5854,Es un chismoso.
11953,jzd,Ludxìra'ya'.,,,Geographic tongue.,,,,,PW1YAb,5876,Lengua rajada.
11955,jzd,Luga gú'nu' zacà.,,,But why did you do that?,,,,,Jrv9u5,5878,¿Pero por qué hiciste así?
11138,jzd,Lu guendananna xti' binniza cà stale diidxa' risaca.,,,There are valuable phrases recorded in the knowledge of the binniza.,,,,,xP2QTc,5272,En la sabiduría de los binniza están grabadas frases muy valiosas.
9118,jzd,"Lu guenda rigui'ba' mani', guiza' be'za' Mou.",,,"In the matters of horseback riding, Mou is excellent.",,,,,5K6/Xo,3119,"En lo que se refiere a montar caballos, Mou es excelente."
13962,jzd,Luguià'.,,,Up.,,,,EJG,2Gcvc3,7711,Arriba.
11938,jzd,Luguià'cà dxí'ba'.,,,It's up above.,,,,,i0b1ED,5866,Está allá arriba.
13863,jzd,Luguià'ni.,,,On top of (something).,,,,,3TLIwi,7612,Arriba de (algo).
10738,jzd,Lu (gui)chaique.,,,In the hair.,,,,RLC,HZfU/P,4875,En el cabello.
10676,jzd,Lu gui'chi' guí'di' xtampìya.,,,The stamp is adhered to the paper.,,,,,lkTNbN,4844,En el papel está pegada la estampilla.
10786,jzd,Lu guiichè'.,,,Metate (grinding stone) surface.,,,,,gyAgNh,4939 ; 5813,Superficie del metate.
2316,jzd,"Lu guiidxu', naroondè' nè nachuupì' lu.",,,The inside of the skin lesion is viscous and slimy.,,,,,ZyhrPw,744,Adentro del grano (de la piel) está viscoso y baboso.
1341,jzd,Lu Juan má gula.,,,Juan's face has already hardened.,,,,,kO6Ofx,521,Ya se endureció su cara de Juan.
5704,jzd,Lùla rucui xiiñi' ra tiicà'sì.,,,Lula seats her daughter wherever.,,,,,MOkbOy,1735,Lula sienta a su hijo dondequiera.
14751,jzd,Lu llànu.,,,On the plain.,,,,EJG;JLC;ND;RLC,Kxg9iI,8418,En el llano.
12798,jzd,Lulú cuxóoñe nè xpi'cu'.,,,Lulú runs with her dog.,,,,,eC2nyY,6596,Lulú corre con su perro.
11849,jzd,Lu maní'.,,,Eye of a horse.,,,,,x8D2M4,5812,Ojo del caballo.
4489,jzd,Lu màyu riree mudùcà xtì'ni.,,,Its flowers come out in May.,,,,,2bp+Wv,1348,En mayo salen sus flores.
9222,jzd,Lu nà'.,,,Handle of the hand drill.,,,,,NFzsq5,3237,Mango del berbiquín.
14748,jzd,Lu nà'.,,,Handle (of a wrench).,,,,,dTQvxN,8413,Mango (de la llave de tuercas).
12438,jzd,Lu nabaànà'dí' chuùdu.,,,We'll leave during Lent.,,,,,JY7n7v,6264,En la Cuaresma nos vamos.
12439,jzd,Lu nabaànà' ró'dí' chuùdu.,,,We'll leave during Holy Week.,,,,,BLf/mK,6265,En Semana Santa nos vamos.
11916,jzd,Lu nà' Diúxi gusaàná'ni.,,,I'll leave it in God's hand.,,,,,Kk4IVL,5828,Lo dejo en la mano de Dios.
11915,jzd,Lu nà' guidxi riaana' guendaribi cà xaique xtì'.,,,The election of the authorities is left to the judgement of the town.,,,,,WDvaA7,5828,La elección de las Autoridades queda al juicio del pueblo.
9987,jzd,Lu nà'ni.,,,In his/her hand.,,,,RGL;RLC,T0cqTZ,4173 ; 5813,En su mano.
11796,jzd,Lu nà'ni ̀.,,,On its handle.,,,,,UUFNEc,5758,En su agarradera.
13859,jzd,Lu nà'ni.,,,Where it (the saw) is held.,,,,,4ZO9lh,7612,Donde se agarra con la mano (la segueta).
12416,jzd,Lu nà'ni para (gu)inaazú'.,,,Handle to grab it (ex. a wrench).,,,,,89LSrQ,6252 ; 7051,Mango para que la agarres (ej. la llave de tuercas).
11929,jzd,Lùnes bi'chi' domìngoni.,,,Monday is Sunday's brother (that is why he doesn't go work).,,,,,69qkf/,5857,El lunes es hermano del domingo (por eso no va a trabajar).
11853,jzd,Lu raa.,,,Scratched face.,,,,,l1aMqv,5812 ; 7338,Cara raspada.
13535,jzd,Lu raà.,,,With a scraped nose (lit. face).,,,,,WahsVA,7338,Con la nariz (lit. cara) raspada.
2255,jzd,Lu richiìtù'.,,,Small eyed.,,,,,badGNX,733,De ojos chiquitos.
457,jzd,Lu rí tí'ba'.,,,A face with scars.,,,,,DA1e/I,303,Cara con cicatrices.
452,jzd,Lu taata'.,,,Sagging face.,,,,,7IhsR4,298 ; 7779,Cara que se cuelga (por tener la piel flácida).
12599,jzd,Lu teedè'.,,,Wrinkled face.,,,,,mjvgUp,6428,Cara arrugada.
479,jzd,Luxhaaya'.,,,Pockmarked face.,,,,,k0NKGG,316 ; 8327,Cara cacariza.
483,jzd,Lu xhacu.,,,Rough surface (ex. the bark of a ceiba tree).,,,,,IqpfcT,318,Superficie áspera (ej. la corteza de la ceiba).
480,jzd,Lu xhadxi.,,,A pockmarked face.,,,,,ggGWgU,317,Cara cacariza.
14650,jzd,Lu xhadxi.,,,Rough face.,,,,,WTTUkb,8328,Cara áspera.
14649,jzd,Lu xhadxibe.,,,Pockmarked face.,,,,,6AQWV3,8328,Cara cacariza.
490,jzd,Lu xhoca.,,,Rough surface (ex. the bark of a ceiba tree).,,,,,CUwHNO,324 ; 8364,Superficie áspera (ej. la corteza de la ceiba).
